,choice_0,choice_1,choice_2,choice_3,av_0_0,av_1_0,av_2_0,av_3_0,SEGMENT_C_0_0,SEGMENT_C_1_0,SEGMENT_C_2_0,SEGMENT_C_3_0,SEGMENT_Kleinwagen_0_0,SEGMENT_Kleinwagen_1_0,SEGMENT_Kleinwagen_2_0,SEGMENT_Kleinwagen_3_0,SEGMENT_Kompaktklasse_0_0,SEGMENT_Kompaktklasse_1_0,SEGMENT_Kompaktklasse_2_0,SEGMENT_Kompaktklasse_3_0,SEGMENT_Mittelklasse_0_0,SEGMENT_Mittelklasse_1_0,SEGMENT_Mittelklasse_2_0,SEGMENT_Mittelklasse_3_0,SEGMENT_Oberklasse_0_0,SEGMENT_Oberklasse_1_0,SEGMENT_Oberklasse_2_0,SEGMENT_Oberklasse_3_0,SEGMENT_SUV_0_0,SEGMENT_SUV_1_0,SEGMENT_SUV_2_0,SEGMENT_SUV_3_0,SEGMENT_Van_0_0,SEGMENT_Van_1_0,SEGMENT_Van_2_0,SEGMENT_Van_3_0,ANTRIEB_0_0,ANTRIEB_1_0,ANTRIEB_2_0,ANTRIEB_3_0,KAUFPREIS_0_0,KAUFPREIS_1_0,KAUFPREIS_2_0,KAUFPREIS_3_0,B_KOSTEN_0_0,B_KOSTEN_1_0,B_KOSTEN_2_0,B_KOSTEN_3_0,REICHWEITE_0_0,REICHWEITE_1_0,REICHWEITE_2_0,REICHWEITE_3_0,LADE_TANK_ZEIT_0_0,LADE_TANK_ZEIT_1_0,LADE_TANK_ZEIT_2_0,LADE_TANK_ZEIT_3_0,DISTANZ_LADE_TANK_0_0,DISTANZ_LADE_TANK_1_0,DISTANZ_LADE_TANK_2_0,DISTANZ_LADE_TANK_3_0,CO2_0_0,CO2_1_0,CO2_2_0,CO2_3_0,MEAN_HH_AGE_0_0,MEAN_HH_AGE_1_0,MEAN_HH_AGE_2_0,MEAN_HH_AGE_3_0,HH_SIZE_0_0,HH_SIZE_1_0,HH_SIZE_2_0,HH_SIZE_3_0,POPULATION_0_0,POPULATION_1_0,POPULATION_2_0,POPULATION_3_0,CAR_PARK_EV_0_0,CAR_PARK_EV_1_0,CAR_PARK_EV_2_0,CAR_PARK_EV_3_0,CARSHARING_0_0,CARSHARING_1_0,CARSHARING_2_0,CARSHARING_3_0,LONG_RANGE_AV_0_0,LONG_RANGE_AV_1_0,LONG_RANGE_AV_2_0,LONG_RANGE_AV_3_0,EV_EXPERIENCE_0_0,EV_EXPERIENCE_1_0,EV_EXPERIENCE_2_0,EV_EXPERIENCE_3_0,OWN_POWER_0_0,OWN_POWER_1_0,OWN_POWER_2_0,OWN_POWER_3_0,HH_OCC_0_0,HH_OCC_1_0,HH_OCC_2_0,HH_OCC_3_0,PT_QUALITY_0_0,PT_QUALITY_1_0,PT_QUALITY_2_0,PT_QUALITY_3_0,HH_NET_INCOME_0_0,HH_NET_INCOME_1_0,HH_NET_INCOME_2_0,HH_NET_INCOME_3_0,RELATIVER_KAUFPREIS_0_0,RELATIVE_B_KOSTEN_MAL100_0_0,REICHWEITE_DURCH100_0_0,CO2_MAL10_0_0,RELATIVER_KAUFPREIS_1_0,RELATIVE_B_KOSTEN_MAL100_1_0,REICHWEITE_DURCH100_1_0,CO2_MAL10_1_0,RELATIVER_KAUFPREIS_2_0,RELATIVE_B_KOSTEN_MAL100_2_0,REICHWEITE_DURCH100_2_0,CO2_MAL10_2_0,RELATIVER_KAUFPREIS_3_0,RELATIVE_B_KOSTEN_MAL100_3_0,REICHWEITE_DURCH100_3_0,CO2_MAL10_3_0,choice_0_0,choice_1_0,choice_2_0,choice_3_0
1347,0,0,1,0,0,1,1,1,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,ICEV,PHEV,BEV,FCEV,0,55000,55000,55000,0,30,35,20,0,700,250,800,0,2,5,2,0,0,10,1,0.0,0.4,1.0,0.8,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,0.0,0.0,0.0,0.0,12.941176470588236,0.7058823529411765,7.0,4.0,12.941176470588236,0.8235294117647058,2.5,10.0,12.941176470588236,0.4705882352941176,8.0,8.0,0,0,1,0
1348,0,0,1,0,1,0,1,1,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ICEV,PHEV,BEV,FCEV,15000,0,55000,65000,35,0,25,30,700,0,650,400,2,0,25,2,0,0,5,10,0.6,0.0,0.4,0.8,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,3.5294117647058822,0.8235294117647058,7.0,6.0,0.0,0.0,0.0,0.0,12.941176470588236,0.5882352941176471,6.5,4.0,15.294117647058824,0.7058823529411765,4.0,8.0,0,0,1,0
1349,0,0,0,1,0,1,1,1,0,1,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ICEV,PHEV,BEV,FCEV,0,25000,45000,55000,0,15,30,35,0,900,450,400,0,2,10,2,0,0,1,5,0.0,0.2,1.0,0.6,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,0.0,0.0,0.0,0.0,5.882352941176471,0.3529411764705882,9.0,2.0,10.588235294117649,0.7058823529411765,4.5,10.0,12.941176470588236,0.8235294117647058,4.0,6.0,0,0,0,1
1350,0,1,0,0,1,1,1,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,65000,65000,35000,0,35,20,25,0,900,500,450,0,2,2,20,0,0,0,1,0,0.0,0.0,0.8,0.0,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,15.294117647058824,0.8235294117647058,9.0,0.0,15.294117647058824,0.4705882352941176,5.0,0.0,8.235294117647058,0.5882352941176471,4.5,8.0,0.0,0.0,0.0,0.0,0,1,0,0
1351,1,0,0,0,1,0,1,1,5,0,2,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ICEV,PHEV,BEV,FCEV,50000,0,35000,45000,25,0,15,20,500,0,450,800,2,0,25,2,0,0,10,5,0.2,0.0,0.6,0.6,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,11.764705882352942,0.5882352941176471,5.0,2.0,0.0,0.0,0.0,0.0,8.235294117647058,0.3529411764705882,4.5,6.0,10.588235294117649,0.4705882352941176,8.0,6.0,1,0,0,0
1352,0,1,0,0,1,1,1,0,1,3,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,15000,45000,50000,0,15,35,30,0,700,500,650,0,2,2,10,0,0,0,1,0,0.4,0.2,0.4,0.0,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,3.5294117647058822,0.3529411764705882,7.0,4.0,10.588235294117649,0.8235294117647058,5.0,2.0,11.764705882352942,0.7058823529411765,6.5,4.0,0.0,0.0,0.0,0.0,0,1,0,0
1353,1,0,0,0,1,0,1,1,7,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,85000,0,55000,45000,30,0,20,25,900,0,450,400,2,0,20,2,0,0,10,5,0.0,0.0,1.0,0.8,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,20.0,0.7058823529411765,9.0,0.0,0.0,0.0,0.0,0.0,12.941176470588236,0.4705882352941176,4.5,10.0,10.588235294117649,0.5882352941176471,4.0,8.0,1,0,0,0
1354,0,1,0,0,0,1,1,1,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,ICEV,PHEV,BEV,FCEV,0,35000,55000,65000,0,15,25,30,0,900,250,600,0,2,10,2,0,0,10,1,0.0,0.0,1.0,0.8,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,0.0,0.0,0.0,0.0,8.235294117647058,0.3529411764705882,9.0,0.0,12.941176470588236,0.5882352941176471,2.5,10.0,15.294117647058824,0.7058823529411765,6.0,8.0,0,1,0,0
1355,0,0,1,0,0,1,1,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ICEV,PHEV,BEV,FCEV,0,55000,45000,0,0,20,15,0,0,500,450,0,0,2,15,0,0,0,5,0,0.0,0.6,0.8,0.0,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,0.0,0.0,0.0,0.0,12.941176470588236,0.4705882352941176,5.0,6.0,10.588235294117649,0.3529411764705882,4.5,8.0,0.0,0.0,0.0,0.0,0,0,1,0
1356,0,0,1,0,0,1,1,1,0,2,5,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,45000,30000,45000,0,20,25,35,0,700,250,800,0,2,5,2,0,0,5,1,0.0,0.2,0.4,0.6,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,0.0,0.0,0.0,0.0,10.588235294117649,0.4705882352941176,7.0,2.0,7.0588235294117645,0.5882352941176471,2.5,4.0,10.588235294117649,0.8235294117647058,8.0,6.0,0,0,1,0
1357,0,1,0,0,1,1,1,0,9,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ICEV,PHEV,BEV,FCEV,55000,45000,35000,0,15,20,30,0,900,700,250,0,2,2,20,0,0,0,10,0,0.2,0.0,1.0,0.0,23.5,23.5,23.5,23.5,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,4250,4250,4250,4250,12.941176470588236,0.3529411764705882,9.0,2.0,10.588235294117649,0.4705882352941176,7.0,0.0,8.235294117647058,0.7058823529411765,2.5,10.0,0.0,0.0,0.0,0.0,0,1,0,0
1358,0,0,0,1,0,1,1,1,0,1,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,ICEV,PHEV,BEV,FCEV,0,25000,75000,55000,0,30,20,15,0,700,650,800,0,2,15,2,0,0,10,1,0.0,0.0,1.0,0.4,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,0.0,0.0,0.0,0.0,2.7777777777777777,0.3333333333333333,7.0,0.0,8.333333333333334,0.2222222222222222,6.5,10.0,6.111111111111111,0.1666666666666666,8.0,4.0,0,0,0,1
1359,0,0,0,1,1,0,0,1,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ICEV,PHEV,BEV,FCEV,65000,0,0,45000,15,0,0,20,500,0,0,600,2,0,0,2,0,0,0,1,0.0,0.0,0.0,0.4,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,7.222222222222222,0.1666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2222222222222222,6.0,4.0,0,0,0,1
1360,1,0,0,0,1,1,1,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,15000,65000,55000,0,25,15,20,0,900,500,450,0,2,2,25,0,0,0,10,0,0.2,0.0,0.8,0.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,1.6666666666666667,0.2777777777777778,9.0,2.0,7.222222222222222,0.1666666666666666,5.0,0.0,6.111111111111111,0.2222222222222222,4.5,8.0,0.0,0.0,0.0,0.0,1,0,0,0
1361,0,0,1,0,0,1,1,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ICEV,PHEV,BEV,FCEV,0,65000,85000,0,0,25,30,0,0,500,650,0,0,2,5,0,0,0,1,0,0.0,0.2,1.0,0.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,0.0,0.0,0.0,0.0,7.222222222222222,0.2777777777777778,5.0,2.0,9.444444444444445,0.3333333333333333,6.5,10.0,0.0,0.0,0.0,0.0,0,0,1,0
1362,0,0,0,1,1,0,1,1,3,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,45000,0,55000,45000,30,0,20,15,700,0,250,800,2,0,25,2,0,0,10,1,0.2,0.0,0.8,0.6,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,5.0,0.3333333333333333,7.0,2.0,0.0,0.0,0.0,0.0,6.111111111111111,0.2222222222222222,2.5,8.0,5.0,0.1666666666666666,8.0,6.0,0,0,0,1
1363,0,0,1,0,1,0,1,1,6,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ICEV,PHEV,BEV,FCEV,55000,0,15000,55000,25,0,15,35,900,0,250,600,2,0,10,2,0,0,1,5,0.0,0.0,0.4,1.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,6.111111111111111,0.2777777777777778,9.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.1666666666666666,2.5,4.0,6.111111111111111,0.3888888888888889,6.0,10.0,0,0,1,0
1364,0,0,0,1,0,1,1,1,0,3,7,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,55000,75000,40000,0,35,25,30,0,500,450,800,0,2,20,2,0,0,10,5,0.0,0.4,0.6,0.8,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,0.0,0.0,0.0,0.0,6.111111111111111,0.3888888888888889,5.0,4.0,8.333333333333334,0.2777777777777778,4.5,6.0,4.444444444444445,0.3333333333333333,8.0,8.0,0,0,0,1
1365,0,1,0,0,1,1,1,0,4,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,ICEV,PHEV,BEV,FCEV,65000,30000,65000,0,15,35,20,0,500,700,650,0,2,2,20,0,0,0,5,0,0.4,0.0,1.0,0.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,7.222222222222222,0.1666666666666666,5.0,4.0,3.333333333333333,0.3888888888888889,7.0,0.0,7.222222222222222,0.2222222222222222,6.5,10.0,0.0,0.0,0.0,0.0,0,1,0,0
1366,0,0,0,1,0,1,1,1,0,4,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,ICEV,PHEV,BEV,FCEV,0,75000,35000,55000,0,30,25,20,0,900,450,400,0,2,15,2,0,0,1,10,0.0,0.2,1.0,0.8,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,0.0,0.0,0.0,0.0,8.333333333333334,0.3333333333333333,9.0,2.0,3.888888888888889,0.2777777777777778,4.5,10.0,6.111111111111111,0.2222222222222222,4.0,8.0,0,0,0,1
1367,1,0,0,0,1,0,1,1,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,15000,0,45000,45000,20,0,25,15,500,0,450,600,2,0,10,2,0,0,5,1,0.0,0.0,0.6,1.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,1.6666666666666667,0.2222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2777777777777778,4.5,6.0,5.0,0.1666666666666666,6.0,10.0,1,0,0,0
1368,0,0,1,0,1,1,1,0,5,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,40000,75000,35000,0,15,35,30,0,900,500,650,0,2,2,25,0,0,0,10,0,0.6,0.2,0.8,0.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,4.444444444444445,0.1666666666666666,9.0,6.0,8.333333333333334,0.3888888888888889,5.0,2.0,3.888888888888889,0.3333333333333333,6.5,8.0,0.0,0.0,0.0,0.0,0,0,1,0
1369,0,0,0,1,1,0,1,1,8,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,ICEV,PHEV,BEV,FCEV,35000,0,55000,45000,20,0,25,30,700,0,650,400,2,0,10,2,0,0,5,10,0.6,0.0,1.0,0.4,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,3.888888888888889,0.2222222222222222,7.0,6.0,0.0,0.0,0.0,0.0,6.111111111111111,0.2777777777777778,6.5,10.0,5.0,0.3333333333333333,4.0,4.0,0,0,0,1
1370,0,0,0,1,0,1,1,1,0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,ICEV,PHEV,BEV,FCEV,0,65000,45000,75000,0,30,35,15,0,900,250,400,0,2,5,2,0,0,1,5,0.0,0.0,0.8,1.0,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,0.0,0.0,0.0,0.0,7.222222222222222,0.3333333333333333,9.0,0.0,5.0,0.3888888888888889,2.5,8.0,8.333333333333334,0.1666666666666666,4.0,10.0,0,0,0,1
1371,1,0,0,0,1,0,1,1,3,0,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,35000,0,65000,40000,25,0,20,35,900,0,450,600,2,0,15,2,0,0,1,10,0.2,0.0,0.6,0.8,37.0,37.0,37.0,37.0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3,3,3,3,9000,9000,9000,9000,3.888888888888889,0.2777777777777778,9.0,2.0,0.0,0.0,0.0,0.0,7.222222222222222,0.2222222222222222,4.5,6.0,4.444444444444445,0.3888888888888889,6.0,8.0,1,0,0,0
1372,0,0,1,0,1,1,1,0,4,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,75000,25000,30000,0,30,25,15,0,500,700,650,0,2,2,20,0,0,0,5,0,0.6,0.4,0.4,0.0,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,27.272727272727277,1.0909090909090908,5.0,6.0,9.090909090909092,0.9090909090909092,7.0,4.0,10.909090909090908,0.5454545454545454,6.5,4.0,0.0,0.0,0.0,0.0,0,0,1,0
1373,0,1,0,0,0,1,1,1,0,2,3,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ICEV,PHEV,BEV,FCEV,0,35000,55000,45000,0,20,30,35,0,900,250,600,0,2,10,2,0,0,5,1,0.0,0.2,1.0,0.8,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,0.0,0.0,0.0,0.0,12.727272727272728,0.7272727272727273,9.0,2.0,20.0,1.0909090909090908,2.5,10.0,16.363636363636363,1.2727272727272727,6.0,8.0,0,1,0,0
1374,1,0,0,0,1,0,1,1,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,ICEV,PHEV,BEV,FCEV,65000,0,85000,75000,35,0,15,20,500,0,650,600,2,0,20,2,0,0,10,10,0.0,0.0,0.6,0.4,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,23.63636363636364,1.2727272727272727,5.0,0.0,0.0,0.0,0.0,0.0,30.90909090909091,0.5454545454545454,6.5,6.0,27.272727272727277,0.7272727272727273,6.0,4.0,1,0,0,0
1375,0,0,1,0,0,1,1,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ICEV,PHEV,BEV,FCEV,0,55000,45000,0,0,15,25,0,0,500,650,0,0,2,25,0,0,0,1,0,0.0,0.2,0.4,0.0,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,0.0,0.0,0.0,0.0,20.0,0.5454545454545454,5.0,2.0,16.363636363636363,0.9090909090909092,6.5,4.0,0.0,0.0,0.0,0.0,0,0,1,0
1376,0,0,1,0,0,1,1,1,0,8,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ICEV,PHEV,BEV,FCEV,0,35000,25000,45000,0,35,20,30,0,900,450,400,0,2,5,2,0,0,1,10,0.0,0.0,1.0,0.8,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,0.0,0.0,0.0,0.0,12.727272727272728,1.2727272727272727,9.0,0.0,9.090909090909092,0.7272727272727273,4.5,10.0,16.363636363636363,1.0909090909090908,4.0,8.0,0,0,1,0
1377,0,1,0,0,1,1,1,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,75000,15000,45000,0,25,35,20,0,700,900,250,0,2,2,20,0,0,0,1,0,0.0,0.2,0.4,0.0,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,27.272727272727277,0.9090909090909092,7.0,0.0,5.454545454545454,1.2727272727272727,9.0,2.0,16.363636363636363,0.7272727272727273,2.5,4.0,0.0,0.0,0.0,0.0,0,1,0,0
1378,0,0,0,1,1,0,1,1,9,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ICEV,PHEV,BEV,FCEV,55000,0,45000,75000,20,0,15,25,700,0,250,800,2,0,15,2,0,0,10,1,0.2,0.0,1.0,0.6,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,20.0,0.7272727272727273,7.0,2.0,0.0,0.0,0.0,0.0,16.363636363636363,0.5454545454545454,2.5,10.0,27.272727272727277,0.9090909090909092,8.0,6.0,0,0,0,1
1379,1,0,0,0,1,1,1,0,2,5,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ICEV,PHEV,BEV,FCEV,25000,40000,55000,0,30,15,25,0,900,700,250,0,2,2,5,0,0,0,5,0,0.2,0.0,0.6,0.0,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,9.090909090909092,1.0909090909090908,9.0,2.0,14.545454545454543,0.5454545454545454,7.0,0.0,20.0,0.9090909090909092,2.5,6.0,0.0,0.0,0.0,0.0,1,0,0,0
1380,0,0,0,1,1,0,1,1,5,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,30000,0,35000,45000,25,0,35,30,500,0,650,600,2,0,25,2,0,0,5,10,0.0,0.0,0.4,0.8,69.0,69.0,69.0,69.0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,2750,2750,2750,2750,10.909090909090908,0.9090909090909092,5.0,0.0,0.0,0.0,0.0,0.0,12.727272727272728,1.2727272727272727,6.5,4.0,16.363636363636363,1.0909090909090908,6.0,8.0,0,0,0,1
